,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Has_Score,GPlatforms
5817,Disney's Stitch: Experiment 626,PS2,2002,Action,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31,59.0,17.0,7.8,4.0,High Voltage Software,E,True,Playstation
5822,Star Wars Episode III: Revenge of the Sith,DS,2005,Action,Ubisoft,0.25,0.03,0.0,0.02,0.3,73.0,22.0,7.8,19.0,Ubisoft,E10+,True,Portable
5823,Ultimate Spider-Man,GBA,2005,Action,Activision,0.22,0.08,0.0,0.01,0.3,62.0,4.0,7.3,12.0,Vicarious Visions,E10+,True,Portable
5832,Monsters vs. Aliens,PS3,2009,Action,Activision,0.21,0.05,0.0,0.04,0.3,66.0,18.0,4.5,4.0,Beenox,E10+,True,Playstation
5844,Chaos Legion,PS2,2003,Action,Capcom,0.15,0.12,0.0,0.04,0.3,65.0,34.0,8.2,58.0,Capcom,T,True,Playstation
5854,Batman: Arkham VR,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.25,0.0,0.0,0.06,0.3,75.0,59.0,7.3,89.0,Rocksteady Studios,M,True,Playstation
5863,Lego Batman 3: Beyond Gotham,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.05,0.19,0.0,0.07,0.3,68.0,23.0,7.7,12.0,TT Games,E10+,True,Portable
5865,Tom Clancy's Splinter Cell 3D,3DS,2011,Action,Ubisoft,0.14,0.07,0.07,0.02,0.3,53.0,32.0,5.5,26.0,Ubisoft,T,True,Portable
5867,Looney Tunes: Duck Amuck,DS,2007,Action,Warner Bros. Interactive Entertainment,0.28,0.0,0.0,0.02,0.3,66.0,16.0,7.4,28.0,WayForward,E,True,Portable
5886,One Piece Unlimited Cruise SP,3DS,2011,Action,Namco Bandai Games,0.0,0.0,0.3,0.0,0.3,46.0,20.0,7.3,14.0,Bandai Namco Games,T,True,Portable
5888,Army Men: Air Attack 2,PS,2000,Action,3DO,0.17,0.11,0.0,0.02,0.3,74.0,8.0,5.3,4.0,3DO,T,True,Playstation
5895,Resident Evil Archives: Resident Evil,Wii,2008,Action,Capcom,0.16,0.04,0.08,0.02,0.3,76.0,11.0,8.9,41.0,Capcom,M,True,Nintendo
5896,Dynasty Warriors 6,X360,2007,Action,Tecmo Koei,0.15,0.06,0.06,0.02,0.3,60.0,42.0,7.4,22.0,Omega Force,T,True,Xbox
5897,Silent Hill: Shattered Memories,PSP,2010,Action,Konami Digital Entertainment,0.09,0.13,0.01,0.07,0.3,73.0,28.0,7.5,43.0,"Climax Group, Climax Studios",M,True,Portable
5919,Shark Tale,GC,2004,Action,Activision,0.23,0.06,0.0,0.01,0.3,69.0,23.0,7.4,28.0,Edge of Reality,E,True,Portable
5923,Teenage Mutant Ninja Turtles,XB,2003,Action,Konami Digital Entertainment,0.22,0.06,0.0,0.01,0.3,56.0,22.0,8.4,9.0,Konami,E,True,Xbox
5926,Lego Star Wars: The Force Awakens,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.14,0.13,0.0,0.02,0.3,76.0,11.0,7.0,18.0,TT Games,E10+,True,Xbox
5934,Sorcery,PS3,2012,Action,Sony Computer Entertainment,0.14,0.11,0.0,0.05,0.29,70.0,52.0,7.3,57.0,The Workshop,E10+,True,Playstation
5937,Harry Potter and the Order of the Phoenix,X360,2007,Action,Electronic Arts,0.24,0.03,0.0,0.02,0.29,68.0,38.0,6.8,20.0,EA Games,E10+,True,Xbox
5940,Spider-Man: Friend or Foe,X360,2007,Action,Activision,0.26,0.01,0.0,0.02,0.29,60.0,51.0,6.3,26.0,Next Level Games,E10+,True,Xbox
5943,Batman: The Brave and the Bold the Videogame,DS,2010,Action,Warner Bros. Interactive Entertainment,0.23,0.04,0.0,0.02,0.29,74.0,14.0,8.0,8.0,WayForward,E10+,True,Portable
5952,MySims SkyHeroes,Wii,2010,Action,Electronic Arts,0.16,0.1,0.0,0.03,0.29,67.0,9.0,5.2,5.0,Electronic Arts,E10+,True,Nintendo
5953,Mini Ninjas,X360,2009,Action,Eidos Interactive,0.12,0.14,0.0,0.03,0.29,73.0,44.0,8.4,38.0,Io Interactive,E10+,True,Xbox
5956,The LEGO Movie Videogame,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.04,0.19,0.0,0.07,0.29,68.0,23.0,5.6,14.0,TT Games,E10+,True,Portable
5958,Ben 10 Alien Force: Vilgax Attacks,PS2,2009,Action,D3Publisher,0.11,0.03,0.0,0.15,0.29,68.0,23.0,7.0,4.0,Papaya Studios,E10+,True,Playstation
5960,Nicktoons: Battle for Volcano Island,DS,2006,Action,THQ,0.27,0.0,0.0,0.02,0.29,59.0,6.0,7.4,28.0,Natsume,E,True,Portable
5968,Up,X360,2009,Action,THQ,0.2,0.07,0.0,0.03,0.29,61.0,18.0,6.8,6.0,Heavy Iron Studios,E10+,True,Xbox
5982,Dynasty Warriors: Strikeforce,PS3,2009,Action,Tecmo Koei,0.11,0.07,0.07,0.03,0.29,64.0,27.0,7.3,15.0,Omega Force,T,True,Playstation
5989,Deadpool,PS4,2015,Action,Activision,0.14,0.11,0.0,0.05,0.29,60.0,11.0,5.7,68.0,High Moon Studios,M,True,Playstation
6014,Resident Evil: Revelations 2,PS3,2015,Action,Capcom,0.06,0.05,0.16,0.02,0.29,68.0,23.0,6.8,48.0,Capcom,M,True,Playstation
6016,Prince of Persia: Rival Swords,Wii,2007,Action,Ubisoft,0.24,0.02,0.0,0.02,0.29,70.0,30.0,7.7,21.0,Ubisoft Montreal,T,True,Nintendo
6027,Starhawk,PS3,2012,Action,Sony Computer Entertainment,0.18,0.05,0.03,0.03,0.29,77.0,71.0,7.8,188.0,LightBox Interactive,T,True,Playstation
6029,FIFA Soccer 13,3DS,2012,Action,Electronic Arts,0.06,0.2,0.0,0.03,0.29,68.0,4.0,3.7,16.0,Electronic Arts,E,True,Portable
6038,Sonic Boom: Shattered Crystal,3DS,2014,Action,Sega,0.17,0.09,0.0,0.03,0.29,47.0,21.0,6.3,160.0,Sanzaru Games,E,True,Portable
6049,Metal Gear Solid V: Ground Zeroes,XOne,2014,Action,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.29,76.0,13.0,5.4,348.0,Kojima Productions,M,True,Xbox
6060,Sengoku Basara: Samurai Heroes,Wii,2010,Action,Capcom,0.06,0.01,0.2,0.01,0.29,65.0,18.0,8.8,13.0,Capcom,T,True,Nintendo
6063,Warriors Orochi 2,PSP,2008,Action,Tecmo Koei,0.06,0.0,0.22,0.01,0.29,56.0,14.0,7.5,4.0,Omega Force,T,True,Portable
6073,Dead Rising: Chop Till You Drop,Wii,2009,Action,Capcom,0.15,0.07,0.05,0.02,0.29,61.0,30.0,6.5,35.0,TOSE,M,True,Nintendo
6082,Assassin's Creed IV: Black Flag,WiiU,2013,Action,Ubisoft,0.17,0.09,0.0,0.03,0.29,86.0,5.0,7.7,207.0,Ubisoft,M,True,Nintendo
6085,Bratz: Super Babyz,DS,2008,Action,THQ,0.26,0.0,0.0,0.02,0.28,50.0,4.0,7.4,28.0,Creat Studios,E,True,Portable
6093,Dragon Ball GT: Transformation,GBA,2005,Action,Atari,0.2,0.08,0.0,0.01,0.28,69.0,12.0,8.2,26.0,Webfoot Technologies,E10+,True,Portable
6099,The Warriors,XB,2005,Action,Take-Two Interactive,0.21,0.06,0.0,0.01,0.28,85.0,55.0,8.2,21.0,Rockstar Toronto,M,True,Xbox
6105,X-Men: Reign of Apocalypse,GBA,2001,Action,Activision,0.2,0.08,0.0,0.01,0.28,61.0,10.0,7.4,28.0,Digital Eclipse,E,True,Portable
6109,The Golden Compass,PS3,2007,Action,Sega,0.14,0.1,0.0,0.05,0.28,40.0,17.0,4.8,16.0,Shiny Entertainment,E10+,True,Playstation
6119,LEGO The Lord of the Rings,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.13,0.0,0.06,0.28,54.0,8.0,5.6,35.0,TT Games,E10+,True,Portable
6122,Viewtiful Joe,PS2,2004,Action,Capcom,0.14,0.11,0.0,0.04,0.28,90.0,34.0,8.5,35.0,Clover Studio,T,True,Playstation
6130,Bladestorm: The Hundred Years' War,PS3,2007,Action,Tecmo Koei,0.1,0.03,0.14,0.02,0.28,58.0,23.0,7.9,28.0,Omega Force,T,True,Playstation
6131,SAW,X360,2009,Action,Konami Digital Entertainment,0.13,0.12,0.0,0.03,0.28,59.0,39.0,7.4,50.0,Zombie Studios,M,True,Xbox
6133,Harry Potter and the Sorcerer's Stone,PS2,2003,Action,Electronic Arts,0.14,0.11,0.0,0.04,0.28,56.0,14.0,7.6,21.0,Warthog,E,True,Playstation
6138,Shrek the Third,Wii,2007,Action,Activision,0.25,0.01,0.0,0.02,0.28,57.0,28.0,6.7,7.0,Amaze Entertainment,E10+,True,Nintendo
6143,Jackass the Game,PS2,2007,Action,Empire Interactive,0.14,0.11,0.0,0.04,0.28,58.0,24.0,6.6,14.0,Sidhe Interactive,M,True,Playstation
6151,Transformers: Dark of the Moon,X360,2011,Action,Activision,0.13,0.12,0.0,0.03,0.28,59.0,53.0,6.7,30.0,High Moon Studios,T,True,Xbox
6154,Assassin's Creed II: Discovery,DS,2009,Action,Ubisoft,0.15,0.11,0.0,0.03,0.28,69.0,20.0,7.3,22.0,Griptonite Games,T,True,Portable
6168,Disney's Treasure Planet,GBA,2002,Action,Ubisoft,0.2,0.07,0.0,0.01,0.28,68.0,6.0,7.4,28.0,Disney Interactive,E,True,Portable
6176,El Shaddai: Ascension of the Metatron,PS3,2011,Action,Ignition Entertainment,0.11,0.06,0.08,0.03,0.28,78.0,46.0,7.5,40.0,Ignition Entertainment,T,True,Playstation
6186,Kenka Bancho: Badass Rumble,PSP,2008,Action,Spike,0.06,0.0,0.2,0.01,0.28,70.0,21.0,7.5,6.0,Bullets,T,True,Portable
6190,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004,Action,THQ,0.22,0.06,0.0,0.01,0.28,65.0,8.0,7.4,28.0,THQ,E,True,Portable
6191,Silent Hill 2: Restless Dreams,XB,2001,Action,Konami Digital Entertainment,0.21,0.06,0.0,0.01,0.28,84.0,23.0,8.3,39.0,KCET,M,True,Xbox
6193,NES Remix,WiiU,2014,Action,Nintendo,0.17,0.0,0.08,0.02,0.28,71.0,34.0,7.1,133.0,Indies Zero,E,True,Nintendo
6194,Skylanders: Trap Team,3DS,2014,Action,Activision,0.16,0.1,0.0,0.02,0.28,68.0,23.0,3.4,5.0,Toys for Bob,E10+,True,Portable
6202,Medieval Moves: Deadmund's Quest,PS3,2011,Action,Sony Computer Entertainment,0.13,0.11,0.0,0.04,0.28,61.0,41.0,6.5,17.0,Zindagi Games,E10+,True,Playstation
6217,Indiana Jones and the Staff of Kings,PS2,2009,Action,Activision,0.11,0.01,0.0,0.16,0.28,55.0,4.0,7.5,13.0,LucasArts,T,True,Playstation
6226,One Piece: Unlimited World Red,PS3,2014,Action,Namco Bandai Games,0.09,0.1,0.06,0.04,0.28,71.0,28.0,7.3,46.0,Ganbarion,T,True,Playstation
6230,True Crime: New York City,XB,2005,Action,Activision,0.21,0.06,0.0,0.01,0.28,60.0,43.0,7.8,17.0,Exakt,M,True,Xbox
6246,Ice Age: Dawn of the Dinosaurs,Wii,2009,Action,Activision,0.11,0.14,0.0,0.03,0.27,75.0,12.0,8.3,6.0,Activision,E10+,True,Nintendo
6262,Siren: Blood Curse,PS3,2008,Action,Sony Computer Entertainment,0.0,0.17,0.09,0.01,0.27,78.0,42.0,8.1,87.0,SCE Japan Studio,M,True,Playstation
6271,Need for Speed: The Run,Wii,2011,Action,Electronic Arts,0.11,0.12,0.01,0.03,0.27,64.0,6.0,3.6,21.0,Firebrand Games,E10+,True,Nintendo
6276,The Evil Within,PC,2014,Action,Bethesda Softworks,0.1,0.16,0.0,0.02,0.27,68.0,18.0,5.9,721.0,Tango Gameworks,M,True,PC
6277,Mass Effect Trilogy,PC,2012,Action,Electronic Arts,0.09,0.16,0.0,0.02,0.27,68.0,23.0,8.0,60.0,BioWare,M,True,PC
6279,Dead Rising 2: Off the Record,X360,2011,Action,Capcom,0.17,0.08,0.0,0.02,0.27,72.0,48.0,7.5,60.0,Capcom Vancouver,M,True,Xbox
6293,Iron Man 2,X360,2010,Action,Sega,0.15,0.09,0.0,0.03,0.27,41.0,35.0,5.9,54.0,Sega Studios San Francisco,T,True,Xbox
6295,Rocky: Legends,PS2,2004,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27,65.0,24.0,8.6,12.0,Venom Games,T,True,Playstation
6298,The Warriors,PSP,2007,Action,Take-Two Interactive,0.23,0.01,0.0,0.02,0.27,81.0,36.0,7.8,21.0,"Rockstar Toronto, Rockstar Leeds",M,True,Portable
6323,Rory McIlroy PGA Tour,XOne,2015,Action,Electronic Arts,0.16,0.09,0.0,0.02,0.27,60.0,26.0,4.3,77.0,EA Tiburon,E,True,Xbox
6326,LEGO The Hobbit,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.13,0.12,0.0,0.02,0.27,69.0,20.0,6.8,36.0,TT Games,E10+,True,Xbox
6334,Shadow of Rome,PS2,2005,Action,Capcom,0.13,0.1,0.0,0.03,0.27,75.0,52.0,8.3,62.0,Capcom,M,True,Playstation
6339,Harry Potter and the Order of the Phoenix,PS2,2007,Action,Electronic Arts,0.13,0.1,0.0,0.03,0.27,61.0,17.0,8.0,28.0,EA Games,E10+,True,Playstation
6340,Transformers: Cybertron Adventures,Wii,2010,Action,Activision,0.14,0.1,0.0,0.02,0.27,41.0,15.0,6.5,8.0,Next Level Games,T,True,Nintendo
6345,Fantastic 4,XB,2005,Action,Activision,0.2,0.06,0.0,0.01,0.27,62.0,46.0,6.6,8.0,7 Studios,T,True,Xbox
6351,Batman: Arkham Origins Blackgate,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0.0,0.02,0.27,68.0,7.0,6.8,38.0,Armature Studio,T,True,Portable
6353,Shadows of the Damned,PS3,2011,Action,Electronic Arts,0.11,0.09,0.04,0.03,0.27,77.0,56.0,8.1,124.0,Grasshopper Manufacture,M,True,Playstation
6356,LEGO Marvel's Avengers,PS3,2016,Action,Warner Bros. Interactive Entertainment,0.1,0.12,0.0,0.04,0.27,68.0,23.0,5.5,8.0,TT Games,E10+,True,Playstation
6374,Beyblade: Metal Masters,DS,2010,Action,Konami Digital Entertainment,0.14,0.09,0.0,0.03,0.27,65.0,4.0,7.4,28.0,Amble,E,True,Portable
6378,Ultimate NES Remix,3DS,2014,Action,Unknown,0.15,0.09,0.0,0.02,0.27,69.0,16.0,7.6,32.0,Indies Zero,E,True,Portable
6399,Ratatouille,X360,2007,Action,THQ,0.23,0.02,0.0,0.02,0.27,56.0,14.0,7.4,28.0,Heavy Iron Studios,E,True,Xbox
6420,Family Guy: Back to the Multiverse,PS3,2012,Action,Activision,0.12,0.1,0.0,0.04,0.26,40.0,9.0,6.4,31.0,Heavy Iron Studios,M,True,Playstation
6428,Batman: Return to Arkham,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.16,0.0,0.04,0.26,73.0,28.0,8.5,79.0,"Rocksteady Studios, Virtuos",T,True,Playstation
6430,Rune: Viking Warlord,PS2,2001,Action,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,53.0,16.0,7.3,11.0,Human Head Studios,M,True,Playstation
6431,The Incredible Hulk,X360,2008,Action,Sega,0.22,0.02,0.0,0.02,0.26,55.0,42.0,6.4,24.0,Edge of Reality,T,True,Xbox
6442,Superman Returns,X360,2006,Action,Electronic Arts,0.23,0.01,0.0,0.02,0.26,51.0,48.0,6.2,49.0,EA Tiburon,T,True,Xbox
6454,The Incredible Hulk,PS3,2008,Action,Sega,0.22,0.02,0.0,0.02,0.26,55.0,26.0,6.8,20.0,Edge of Reality,T,True,Playstation
6455,Deadly Premonition,X360,2010,Action,Rising Star Games,0.18,0.06,0.0,0.02,0.26,68.0,39.0,8.2,332.0,Access Games,M,True,Xbox
6459,Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010,Action,THQ,0.21,0.04,0.0,0.02,0.26,49.0,6.0,7.4,28.0,THQ,E10+,True,Nintendo
6463,The Adventures of Tintin: The Game,PS3,2011,Action,Ubisoft,0.06,0.15,0.0,0.05,0.26,59.0,27.0,5.7,13.0,Ubisoft Montpellier,E10+,True,Playstation
6468,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002,Action,THQ,0.19,0.07,0.0,0.0,0.26,55.0,5.0,7.4,28.0,Human Soft,E,True,Portable
6480,Dynasty Warriors 7: Xtreme Legends,PS3,2011,Action,Tecmo Koei,0.04,0.04,0.16,0.02,0.26,64.0,11.0,7.8,9.0,Omega Force,T,True,Playstation
6484,Angry Birds Trilogy,X360,2012,Action,Activision,0.18,0.05,0.0,0.02,0.26,63.0,13.0,3.5,27.0,"Rovio Mobile, Rovio Entertainment",E,True,Xbox
6522,Spider-Man: Web of Shadows,PS3,2008,Action,Activision,0.2,0.04,0.0,0.02,0.26,67.0,44.0,7.9,34.0,"Treyarch, Shaba Games",T,True,Playstation
6525,Samurai Warriors 4,PS3,2014,Action,Tecmo Koei,0.0,0.0,0.26,0.0,0.26,68.0,23.0,8.0,11.0,Omega Force,T,True,Playstation
6530,Frogger's Journey: The Forgotten Relic,GBA,2003,Action,Konami Digital Entertainment,0.18,0.07,0.0,0.0,0.26,59.0,6.0,7.4,28.0,Konami Computer Entertainment Hawaii,E,True,Portable
6545,Resident Evil: Revelations,X360,2013,Action,Capcom,0.12,0.1,0.02,0.02,0.26,75.0,30.0,7.4,170.0,Capcom,M,True,Xbox
6548,Tokyo Jungle,PS3,2012,Action,Sony Computer Entertainment,0.0,0.0,0.26,0.0,0.26,74.0,60.0,8.4,89.0,Crispy's,T,True,Playstation
6553,Tom Clancy's Splinter Cell: Double Agent,PS3,2007,Action,Ubisoft,0.2,0.03,0.0,0.03,0.26,78.0,17.0,6.5,41.0,Ubisoft Shanghai,M,True,Playstation
6556,Resident Evil: Deadly Silence,DS,2006,Action,Capcom,0.11,0.02,0.11,0.01,0.26,71.0,41.0,8.4,36.0,Capcom,M,True,Portable
6559,Peter Jackson's King Kong: The Official Game of the Movie,X360,2005,Action,Ubisoft,0.2,0.03,0.0,0.02,0.26,80.0,57.0,7.5,79.0,Ubisoft Montpellier,T,True,Xbox
6588,Teen Titans,PS2,2006,Action,THQ,0.12,0.1,0.0,0.03,0.25,56.0,12.0,8.6,17.0,Artificial Mind and Movement,E10+,True,Playstation
6593,One Piece: Pirate Warriors 3,PS3,2015,Action,Namco Bandai Games,0.0,0.06,0.19,0.01,0.25,68.0,23.0,3.7,7.0,Omega Force,T,True,Playstation
6594,Star Wars The Clone Wars: Republic Heroes,PS2,2009,Action,LucasArts,0.17,0.01,0.0,0.08,0.25,68.0,23.0,8.3,9.0,"LucasArts, Krome Studios",T,True,Playstation
6609,Happy Feet,GC,2006,Action,Midway Games,0.2,0.05,0.0,0.01,0.25,68.0,23.0,8.6,8.0,Artificial Mind and Movement,E,True,Portable
6617,Monsters vs. Aliens,Wii,2009,Action,Activision,0.14,0.09,0.0,0.02,0.25,69.0,12.0,7.4,28.0,Beenox,E10+,True,Nintendo
6627,NHL 08,PS3,2007,Action,Electronic Arts,0.16,0.06,0.0,0.03,0.25,86.0,23.0,6.9,23.0,EA Canada,E10+,True,Playstation
6633,LEGO Star Wars III: The Clone Wars,PC,2011,Action,LucasArts,0.1,0.13,0.0,0.03,0.25,76.0,14.0,7.5,44.0,Traveller's Tales,E10+,True,PC
6634,The Powerpuff Girls: Chemical X-Traction,PS,2001,Action,BAM! Entertainment,0.14,0.1,0.0,0.02,0.25,30.0,6.0,6.3,4.0,VIS Entertainment,E,True,Playstation
6640,Hunted: The Demon's Forge,PS3,2011,Action,Bethesda Softworks,0.12,0.08,0.02,0.03,0.25,57.0,34.0,6.2,70.0,InXile Entertainment,M,True,Playstation
6647,NHL 08,X360,2007,Action,Electronic Arts,0.22,0.01,0.0,0.02,0.25,85.0,44.0,8.2,44.0,EA Canada,E10+,True,Xbox
6652,Prison Break: The Conspiracy,PS3,2010,Action,Deep Silver,0.05,0.15,0.0,0.05,0.25,42.0,33.0,3.8,20.0,ZootFly,T,True,Playstation
6663,Up,PS3,2009,Action,THQ,0.15,0.06,0.0,0.03,0.25,65.0,5.0,6.5,4.0,Heavy Iron Studios,E10+,True,Playstation
6682,Madagascar: Escape 2 Africa,X360,2008,Action,Activision,0.12,0.1,0.0,0.03,0.25,62.0,23.0,7.4,28.0,Toys for Bob,E10+,True,Xbox
6684,The Mummy: Tomb of the Dragon Emperor,PS2,2008,Action,Vivendi Games,0.12,0.1,0.0,0.03,0.25,38.0,7.0,6.8,6.0,Eurocom Entertainment Software,T,True,Playstation
6689,Spider-Man: Web of Shadows,Wii,2008,Action,Activision,0.22,0.01,0.0,0.02,0.25,63.0,20.0,6.9,13.0,"Treyarch, Shaba Games",T,True,Nintendo
6695,Indiana Jones and the Staff of Kings,PSP,2009,Action,Activision,0.11,0.09,0.0,0.05,0.25,63.0,10.0,7.8,17.0,Amaze,T,True,Portable
6696,The Outfit,X360,2006,Action,THQ,0.21,0.02,0.0,0.02,0.25,70.0,52.0,7.5,48.0,Relic,M,True,Xbox
6703,Devil Kings,PS2,2005,Action,Capcom,0.03,0.03,0.18,0.01,0.25,64.0,27.0,7.4,12.0,Capcom,T,True,Playstation
6710,Spider-Man: Edge of Time,X360,2011,Action,Activision,0.18,0.05,0.0,0.02,0.25,57.0,50.0,6.8,33.0,Beenox,T,True,Xbox
6715,Dynasty Warriors 6,PS2,2008,Action,Tecmo Koei,0.12,0.09,0.0,0.03,0.25,43.0,7.0,5.4,14.0,"Koei, Omega Force",T,True,Playstation
6733,Indiana Jones and the Staff of Kings,DS,2009,Action,Activision,0.16,0.07,0.0,0.02,0.25,50.0,5.0,6.8,11.0,LucasArts,T,True,Portable
6734,X-Men Origins: Wolverine,Wii,2009,Action,Activision,0.19,0.04,0.0,0.02,0.25,53.0,8.0,6.1,10.0,Amaze Entertainment,T,True,Nintendo
6748,Butt Ugly Martians: B.K.M. Battles,GBA,2002,Action,Vivendi Games,0.18,0.07,0.0,0.0,0.25,63.0,6.0,7.4,28.0,Runecraft,E,True,Portable
6751,Family Guy: Back to the Multiverse,X360,2012,Action,Activision,0.14,0.09,0.0,0.02,0.25,39.0,28.0,5.0,51.0,Heavy Iron Studios,M,True,Xbox
6752,Ninja Gaiden 3,X360,2012,Action,Tecmo Koei,0.16,0.05,0.03,0.02,0.25,58.0,39.0,4.4,136.0,Team Ninja,M,True,Xbox
6756,Create,Wii,2010,Action,Electronic Arts,0.2,0.02,0.0,0.02,0.25,62.0,7.0,7.4,28.0,EA Bright Light,E,True,Nintendo
6769,Hitman: Absolution,PC,2012,Action,Square Enix,0.03,0.17,0.0,0.04,0.24,79.0,26.0,7.0,1327.0,"Io Interactive, Nixxes Software",M,True,PC
6778,Onechanbara Z2: Chaos,PS4,2014,Action,Nippon Ichi Software,0.14,0.03,0.04,0.04,0.24,57.0,40.0,6.5,72.0,"Tamsoft, D3Publisher",M,True,Playstation
6788,Skylanders: SuperChargers,XOne,2015,Action,Activision,0.17,0.05,0.0,0.02,0.24,76.0,15.0,5.5,17.0,Vicarious Visions,E10+,True,Xbox
6789,Ys: Memories of Celceta,PSV,2012,Action,Nihon Falcom Corporation,0.1,0.01,0.1,0.04,0.24,82.0,56.0,8.8,237.0,Falcom,T,True,Portable
6796,Samurai Warriors 4,PS4,2014,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24,76.0,31.0,8.1,74.0,Omega Force,T,True,Playstation
6801,Dynasty Warriors Next,PSV,2011,Action,Tecmo Koei,0.05,0.06,0.11,0.02,0.24,67.0,35.0,7.5,73.0,Koei,T,True,Portable
6805,Genma Onimusha,XB,2002,Action,Capcom,0.14,0.04,0.05,0.01,0.24,83.0,27.0,8.6,10.0,Capcom,M,True,Xbox
6821,Peter Jackson's King Kong: The Official Game of the Movie,GC,2005,Action,Ubisoft,0.19,0.05,0.0,0.01,0.24,81.0,30.0,8.3,8.0,Ubisoft Montpellier,T,True,Portable
6827,Dynasty Warriors 7,X360,2011,Action,Tecmo Koei,0.16,0.06,0.0,0.02,0.24,58.0,22.0,8.0,46.0,Omega Force,T,True,Xbox
6830,Azurik: Rise of Perathia,XB,2001,Action,Microsoft Game Studios,0.18,0.05,0.0,0.01,0.24,52.0,26.0,8.5,14.0,Adrenium,T,True,Xbox
6842,Asura's Wrath,X360,2012,Action,Capcom,0.15,0.06,0.01,0.02,0.24,71.0,54.0,6.5,131.0,CyberConnect2,T,True,Xbox
6858,Bakugan: Battle Brawlers,X360,2009,Action,Activision,0.2,0.02,0.0,0.02,0.24,60.0,16.0,5.2,9.0,Now Production,E,True,Xbox
6859,Fantastic 4,GC,2005,Action,Activision,0.19,0.05,0.0,0.01,0.24,61.0,32.0,4.0,6.0,7 Studios,T,True,Portable
6874,The Incredible Hulk,DS,2008,Action,Sega,0.22,0.0,0.0,0.02,0.24,50.0,15.0,7.4,28.0,Amaze Entertainment,E10+,True,Portable
6875,The Adventures of Tintin: The Game,X360,2011,Action,Ubisoft,0.07,0.13,0.0,0.03,0.24,63.0,35.0,6.1,12.0,Ubisoft Montpellier,E10+,True,Xbox
6886,Grand Theft Auto,GBA,2004,Action,Take-Two Interactive,0.17,0.06,0.0,0.0,0.24,68.0,33.0,7.1,23.0,Digital Eclipse,M,True,Portable
6891,Resident Evil Archives: Resident Evil Zero,Wii,2008,Action,Capcom,0.13,0.03,0.06,0.01,0.24,62.0,17.0,8.2,37.0,Capcom,M,True,Nintendo
6894,Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision,0.12,0.09,0.0,0.02,0.24,75.0,13.0,7.7,15.0,Beenox,T,True,Nintendo
6896,Ghost Rider,PSP,2007,Action,Take-Two Interactive,0.22,0.0,0.0,0.02,0.24,49.0,17.0,5.7,13.0,Climax Group,T,True,Portable
6898,X-Men: Destiny,PS3,2011,Action,Activision,0.14,0.07,0.0,0.03,0.24,50.0,33.0,4.8,37.0,Silicon Knights,T,True,Playstation
6901,Harry Potter and the Order of the Phoenix,PS3,2007,Action,Electronic Arts,0.18,0.03,0.0,0.03,0.24,67.0,35.0,6.6,25.0,EA Games,E10+,True,Playstation
6909,Dynasty Warriors 6 Empires,X360,2009,Action,Tecmo Koei,0.16,0.01,0.04,0.02,0.24,59.0,24.0,7.3,28.0,Omega Force,T,True,Xbox
6913,G.I. Joe: The Rise of Cobra,X360,2009,Action,Electronic Arts,0.17,0.05,0.0,0.02,0.24,42.0,59.0,4.7,22.0,Double Helix Games,T,True,Xbox
6917,LEGO Marvel's Avengers,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0.0,0.02,0.24,69.0,4.0,6.8,15.0,TT Games,E10+,True,Nintendo
6919,X-Men: Destiny,X360,2011,Action,Activision,0.18,0.04,0.0,0.02,0.24,47.0,51.0,5.0,72.0,Silicon Knights,T,True,Xbox
6925,Pro Evolution Soccer 2014,X360,2013,Action,Konami Digital Entertainment,0.07,0.15,0.0,0.02,0.24,80.0,23.0,4.3,113.0,Konami,E,True,Xbox
6934,Afro Samurai,X360,2009,Action,Atari,0.16,0.05,0.0,0.02,0.24,65.0,70.0,6.2,57.0,"Namco Bandai Games America, Namco Bandai Games",M,True,Xbox
6941,Bakugan: Battle Brawlers,PS3,2009,Action,Activision,0.19,0.03,0.0,0.02,0.23,63.0,10.0,8.2,5.0,Now Production,E,True,Playstation
